0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2037.0,328.0,472.0,1.0,215.0,300.0,527.0,214.0,28.0,221.0,16.0,131.0,1.0,2.0,117.0,2934.0,1787.0,11.0,42.0,1.0,53.0,1.0,623.0,813.0,140.0,32.0,0.0,0.0,0.0,0.0
2150.0,381.0,530.0,1.0,165.0,346.0,542.0,238.0,30.0,290.0,25.0,155.0,3.0,3.0,160.0,2597.0,1853.0,20.0,42.0,3.0,31.0,1.0,683.0,794.0,150.0,42.0,0.0,0.0,0.0,0.0
3001.0,610.0,815.0,1.0,175.0,407.0,562.0,231.0,19.0,338.0,27.0,247.0,3.0,5.0,168.0,2450.0,1798.0,25.0,50.0,0.0,69.0,1.0,719.0,639.0,122.0,51.0,0.0,0.0,0.0,0.0
2533.0,563.0,655.0,1.0,172.0,437.0,538.0,288.0,29.0,391.0,21.0,208.0,4.0,6.0,158.0,2417.0,2002.0,8.0,35.0,0.0,139.0,3.0,665.0,646.0,133.0,63.0,0.0,0.0,0.0,0.0
2246.0,448.0,526.0,0.0,151.0,361.0,496.0,285.0,35.0,304.0,19.0,176.0,1.0,3.0,116.0,2175.0,1930.0,17.0,38.0,0.0,94.0,3.0,606.0,674.0,128.0,45.0,0.0,0.0,0.0,0.0
2042.0,385.0,498.0,3.0,163.0,391.0,514.0,249.0,48.0,330.0,19.0,162.0,3.0,5.0,109.0,2139.0,1818.0,21.0,50.0,2.0,64.0,1.0,650.0,675.0,152.0,58.0,0.0,0.0,0.0,0.0
2025.0,321.0,522.0,3.0,118.0,374.0,512.0,272.0,59.0,266.0,10.0,173.0,1.0,4.0,136.0,1959.0,2860.0,13.0,52.0,1.0,34.0,2.0,625.0,670.0,156.0,50.0,0.0,0.0,0.0,0.0
2473.0,406.0,475.0,0.0,138.0,384.0,572.0,291.0,71.0,283.0,32.0,172.0,6.0,6.0,178.0,2291.0,3091.0,22.0,39.0,0.0,37.0,3.0,879.0,770.0,167.0,56.0,0.0,0.0,0.0,0.0
2168.0,424.0,495.0,0.0,170.0,400.0,525.0,224.0,134.0,358.0,19.0,149.0,3.0,1.0,149.0,1932.0,2646.0,19.0,40.0,4.0,45.0,0.0,887.0,639.0,181.0,87.0,0.0,0.0,0.0,0.0
2034.0,397.0,438.0,3.0,147.0,326.0,562.0,296.0,95.0,372.0,24.0,171.0,4.0,1.0,187.0,1842.0,2680.0,10.0,37.0,1.0,47.0,0.0,694.0,692.0,167.0,92.0,0.0,0.0,0.0,0.0
1961.0,336.0,387.0,4.0,208.0,387.0,602.0,599.0,154.0,356.0,18.0,146.0,2.0,3.0,239.0,2017.0,3162.0,14.0,25.0,0.0,29.0,1.0,679.0,649.0,161.0,92.0,0.0,0.0,0.0,0.0
2018.0,355.0,380.0,1.0,179.0,317.0,608.0,362.0,121.0,330.0,11.0,147.0,0.0,1.0,185.0,1785.0,2250.0,16.0,43.0,2.0,26.0,3.0,551.0,667.0,136.0,84.0,0.0,0.0,0.0,0.0
1840.0,292.0,336.0,1.0,181.0,268.0,625.0,265.0,69.0,292.0,26.0,88.0,1.0,1.0,113.0,1731.0,1931.0,14.0,44.0,0.0,33.0,3.0,547.0,665.0,127.0,63.0,0.0,0.0,0.0,0.0
2131.0,314.0,355.0,0.0,148.0,288.0,528.0,246.0,56.0,226.0,18.0,110.0,1.0,0.0,134.0,1635.0,2453.0,20.0,32.0,1.0,32.0,1.0,514.0,622.0,118.0,48.0,0.0,0.0,0.0,0.0
3443.0,393.0,437.0,0.0,164.0,449.0,639.0,283.0,69.0,310.0,17.0,148.0,5.0,3.0,202.0,2325.0,2325.0,10.0,43.0,3.0,32.0,0.0,589.0,760.0,240.0,90.0,0.0,0.0,0.0,0.0
2727.0,410.0,360.0,2.0,155.0,413.0,574.0,209.0,29.0,348.0,32.0,140.0,1.0,5.0,203.0,1916.0,2087.0,20.0,47.0,1.0,31.0,3.0,669.0,686.0,180.0,85.0,0.0,0.0,0.0,0.0
2111.0,388.0,367.0,1.0,144.0,364.0,676.0,248.0,70.0,330.0,20.0,140.0,5.0,1.0,150.0,1853.0,2067.0,18.0,39.0,2.0,33.0,1.0,779.0,696.0,149.0,77.0,0.0,0.0,0.0,0.0
2431.0,360.0,361.0,1.0,148.0,400.0,664.0,228.0,49.0,394.0,27.0,148.0,10.0,0.0,214.0,1893.0,2013.0,11.0,52.0,0.0,43.0,6.0,614.0,696.0,141.0,85.0,0.0,0.0,0.0,0.0
2031.0,348.0,374.0,0.0,172.0,330.0,579.0,180.0,52.0,390.0,18.0,134.0,11.0,3.0,173.0,1766.0,2143.0,17.0,41.0,0.0,22.0,3.0,648.0,651.0,143.0,51.0,0.0,0.0,0.0,0.0
1946.0,339.0,368.0,0.0,132.0,331.0,613.0,224.0,59.0,320.0,17.0,117.0,18.0,2.0,149.0,1671.0,1853.0,29.0,40.0,1.0,38.0,2.0,605.0,619.0,108.0,43.0,0.0,0.0,0.0,0.0
2743.0,395.0,497.0,2.0,122.0,352.0,535.0,197.0,64.0,231.0,22.0,148.0,22.0,1.0,150.0,1616.0,1908.0,18.0,32.0,0.0,32.0,4.0,612.0,566.0,136.0,34.0,0.0,0.0,0.0,0.0
3102.0,586.0,672.0,0.0,157.0,483.0,722.0,358.0,53.0,307.0,34.0,209.0,15.0,2.0,176.0,2687.0,2401.0,22.0,44.0,4.0,73.0,4.0,761.0,677.0,113.0,55.0,0.0,0.0,0.0,0.0
2447.0,549.0,594.0,0.0,170.0,432.0,754.0,228.0,50.0,385.0,28.0,183.0,15.0,2.0,196.0,2057.0,2922.0,23.0,31.0,3.0,59.0,1.0,711.0,702.0,194.0,53.0,0.0,0.0,0.0,0.0
2272.0,519.0,585.0,1.0,148.0,482.0,853.0,212.0,41.0,341.0,24.0,173.0,19.0,2.0,202.0,1819.0,1976.0,15.0,42.0,3.0,34.0,2.0,634.0,694.0,150.0,51.0,0.0,0.0,0.0,0.0
2236.0,837.0,647.0,4.0,136.0,929.0,796.0,207.0,48.0,339.0,24.0,1179.0,21.0,1.0,180.0,1918.0,1889.0,26.0,34.0,1.0,32.0,4.0,705.0,808.0,166.0,55.0,0.0,0.0,0.0,0.0
2591.0,1539.0,1355.0,3.0,177.0,1245.0,797.0,249.0,38.0,340.0,30.0,1599.0,30.0,4.0,168.0,1860.0,1865.0,18.0,30.0,2.0,44.0,2.0,830.0,778.0,175.0,57.0,0.0,0.0,0.0,0.0
4259.0,2594.0,1818.0,2.0,139.0,1111.0,1229.0,183.0,61.0,335.0,35.0,792.0,24.0,6.0,202.0,1718.0,1840.0,21.0,31.0,2.0,37.0,2.0,626.0,755.0,134.0,57.0,0.0,0.0,0.0,0.0
5948.0,2500.0,2338.0,1.0,177.0,1394.0,984.0,247.0,107.0,357.0,62.0,1330.0,20.0,8.0,278.0,1776.0,1951.0,25.0,32.0,1.0,87.0,5.0,749.0,715.0,122.0,29.0,0.0,0.0,0.0,0.0
6249.0,1874.0,2249.0,1.0,131.0,1245.0,966.0,249.0,42.0,492.0,56.0,963.0,11.0,6.0,332.0,2106.0,4097.0,22.0,22.0,0.0,53.0,2.0,823.0,740.0,153.0,53.0,0.0,0.0,0.0,0.0
4676.0,1371.0,1572.0,1.0,146.0,935.0,855.0,205.0,51.0,536.0,45.0,740.0,14.0,5.0,295.0,1855.0,3471.0,32.0,28.0,0.0,63.0,4.0,753.0,692.0,170.0,83.0,0.0,0.0,0.0,0.0
3338.0,1023.0,1149.0,2.0,174.0,660.0,865.0,224.0,45.0,421.0,37.0,392.0,13.0,3.0,209.0,1796.0,2837.0,24.0,34.0,0.0,41.0,4.0,608.0,726.0,152.0,62.0,0.0,0.0,0.0,0.0
2853.0,947.0,884.0,2.0,144.0,555.0,820.0,228.0,35.0,350.0,40.0,267.0,14.0,3.0,228.0,1801.0,2414.0,54.0,28.0,0.0,40.0,2.0,712.0,719.0,135.0,69.0,0.0,0.0,0.0,0.0
2883.0,1539.0,808.0,2.0,150.0,546.0,709.0,200.0,50.0,337.0,26.0,282.0,18.0,3.0,176.0,1748.0,2221.0,19.0,35.0,2.0,47.0,1.0,572.0,666.0,143.0,54.0,0.0,0.0,0.0,0.0
2600.0,841.0,719.0,3.0,169.0,459.0,874.0,186.0,34.0,276.0,24.0,211.0,18.0,1.0,161.0,1538.0,1864.0,15.0,33.0,1.0,42.0,2.0,677.0,786.0,132.0,53.0,0.0,0.0,0.0,0.0
2420.0,811.0,755.0,3.0,135.0,462.0,664.0,284.0,65.0,277.0,15.0,212.0,13.0,1.0,196.0,1538.0,3363.0,18.0,33.0,1.0,33.0,2.0,589.0,647.0,116.0,36.0,0.0,0.0,0.0,0.0
3050.0,908.0,1078.0,1.0,147.0,541.0,759.0,248.0,56.0,283.0,13.0,296.0,9.0,2.0,279.0,1846.0,3088.0,24.0,24.0,1.0,37.0,3.0,706.0,724.0,124.0,52.0,0.0,0.0,0.0,0.0
3034.0,976.0,1238.0,1.0,187.0,620.0,778.0,280.0,39.0,465.0,35.0,317.0,13.0,4.0,245.0,2063.0,2447.0,43.0,49.0,1.0,50.0,3.0,618.0,547.0,137.0,76.0,0.0,0.0,0.0,0.0
2468.0,829.0,717.0,4.0,216.0,535.0,713.0,278.0,36.0,325.0,35.0,233.0,8.0,5.0,163.0,1912.0,2290.0,46.0,54.0,0.0,39.0,2.0,551.0,577.0,259.0,92.0,0.0,0.0,0.0,0.0
2198.0,730.0,663.0,1.0,234.0,423.0,697.0,296.0,50.0,324.0,25.0,201.0,34.0,2.0,166.0,1942.0,2264.0,80.0,51.0,3.0,43.0,1.0,570.0,598.0,208.0,74.0,0.0,0.0,0.0,0.0
2073.0,654.0,589.0,0.0,213.0,413.0,654.0,215.0,68.0,298.0,13.0,164.0,9.0,5.0,141.0,1824.0,1954.0,31.0,42.0,0.0,51.0,2.0,564.0,661.0,173.0,59.0,0.0,0.0,0.0,0.0
2335.0,671.0,712.0,1.0,217.0,520.0,649.0,198.0,71.0,306.0,28.0,243.0,19.0,2.0,145.0,1843.0,1899.0,56.0,36.0,0.0,404.0,5.0,563.0,830.0,151.0,42.0,0.0,0.0,0.0,0.0
2060.0,760.0,611.0,2.0,153.0,411.0,566.0,231.0,85.0,271.0,18.0,229.0,11.0,1.0,169.0,1652.0,2236.0,27.0,33.0,1.0,50.0,2.0,613.0,696.0,138.0,32.0,0.0,0.0,0.0,0.0
2569.0,770.0,810.0,2.0,171.0,478.0,604.0,196.0,68.0,318.0,32.0,215.0,5.0,4.0,174.0,1982.0,2343.0,26.0,42.0,2.0,52.0,3.0,735.0,772.0,151.0,50.0,0.0,0.0,0.0,0.0
2822.0,771.0,1011.0,1.0,136.0,480.0,682.0,195.0,87.0,335.0,29.0,214.0,12.0,3.0,202.0,1738.0,1889.0,23.0,51.0,2.0,41.0,4.0,736.0,631.0,140.0,80.0,0.0,0.0,0.0,0.0
2495.0,674.0,879.0,4.0,174.0,374.0,705.0,195.0,74.0,311.0,29.0,210.0,4.0,1.0,162.0,1718.0,1668.0,25.0,29.0,1.0,30.0,4.0,525.0,673.0,156.0,69.0,0.0,0.0,0.0,0.0
2076.0,609.0,571.0,0.0,143.0,395.0,642.0,191.0,184.0,301.0,22.0,187.0,4.0,2.0,137.0,1605.0,1672.0,32.0,47.0,1.0,30.0,2.0,548.0,680.0,149.0,68.0,0.0,0.0,0.0,0.0
1919.0,518.0,482.0,1.0,118.0,349.0,518.0,216.0,330.0,297.0,17.0,152.0,9.0,2.0,174.0,1604.0,1668.0,15.0,34.0,0.0,41.0,1.0,559.0,613.0,111.0,68.0,0.0,0.0,0.0,0.0
1934.0,574.0,692.0,2.0,164.0,402.0,605.0,181.0,111.0,260.0,34.0,160.0,13.0,2.0,111.0,1523.0,1649.0,17.0,39.0,2.0,31.0,1.0,1236.0,667.0,130.0,56.0,0.0,0.0,0.0,0.0
1852.0,647.0,727.0,3.0,139.0,351.0,506.0,211.0,82.0,244.0,14.0,135.0,4.0,3.0,117.0,1562.0,1592.0,21.0,55.0,0.0,31.0,3.0,847.0,767.0,117.0,28.0,0.0,0.0,0.0,0.0
3058.0,728.0,730.0,5.0,164.0,445.0,620.0,228.0,74.0,306.0,20.0,191.0,8.0,2.0,164.0,1732.0,1955.0,28.0,62.0,4.0,49.0,1.0,985.0,1006.0,149.0,44.0,0.0,0.0,0.0,0.0
2605.0,667.0,846.0,2.0,128.0,385.0,618.0,205.0,68.0,305.0,19.0,162.0,11.0,5.0,163.0,1528.0,1909.0,16.0,41.0,1.0,44.0,0.0,838.0,815.0,160.0,49.0,0.0,0.0,0.0,0.0
2301.0,565.0,621.0,2.0,162.0,396.0,598.0,185.0,75.0,319.0,16.0,176.0,8.0,3.0,144.0,1535.0,2083.0,20.0,46.0,0.0,46.0,1.0,854.0,1328.0,153.0,61.0,0.0,0.0,0.0,0.0
2577.0,765.0,1443.0,2.0,162.0,493.0,652.0,174.0,90.0,337.0,19.0,213.0,4.0,1.0,143.0,1673.0,2366.0,18.0,51.0,1.0,42.0,2.0,1349.0,1424.0,168.0,84.0,0.0,0.0,0.0,0.0
2649.0,1254.0,1290.0,1.0,162.0,468.0,593.0,189.0,66.0,346.0,22.0,241.0,4.0,2.0,158.0,1691.0,2318.0,25.0,28.0,1.0,33.0,6.0,926.0,1159.0,169.0,72.0,0.0,0.0,0.0,0.0
2190.0,583.0,828.0,2.0,127.0,379.0,645.0,184.0,58.0,307.0,30.0,160.0,8.0,3.0,126.0,1527.0,1773.0,17.0,49.0,1.0,34.0,0.0,1105.0,1130.0,140.0,52.0,0.0,0.0,0.0,0.0
2082.0,545.0,616.0,2.0,145.0,347.0,559.0,180.0,41.0,283.0,24.0,159.0,9.0,2.0,150.0,1565.0,1880.0,29.0,38.0,1.0,36.0,1.0,1253.0,1047.0,183.0,51.0,0.0,0.0,0.0,0.0
2676.0,809.0,1298.0,1.0,147.0,470.0,680.0,207.0,41.0,353.0,26.0,232.0,8.0,1.0,170.0,1846.0,2392.0,24.0,53.0,1.0,42.0,3.0,1144.0,1149.0,196.0,68.0,0.0,0.0,0.0,0.0
3144.0,724.0,2239.0,2.0,177.0,517.0,790.0,211.0,42.0,375.0,31.0,276.0,7.0,2.0,212.0,1696.0,1944.0,18.0,50.0,2.0,39.0,3.0,871.0,854.0,153.0,98.0,0.0,0.0,0.0,0.0
2465.0,569.0,1104.0,0.0,144.0,443.0,761.0,208.0,28.0,307.0,33.0,238.0,9.0,1.0,171.0,1751.0,1925.0,24.0,22.0,2.0,34.0,3.0,765.0,751.0,157.0,86.0,0.0,0.0,0.0,0.0
2339.0,549.0,790.0,1.0,143.0,412.0,670.0,173.0,28.0,320.0,31.0,187.0,5.0,5.0,168.0,1707.0,1939.0,14.0,31.0,2.0,41.0,3.0,646.0,759.0,181.0,74.0,0.0,0.0,0.0,0.0
2472.0,514.0,986.0,1.0,143.0,339.0,701.0,177.0,28.0,328.0,38.0,203.0,8.0,1.0,156.0,1534.0,2041.0,21.0,38.0,1.0,40.0,3.0,852.0,894.0,135.0,72.0,0.0,0.0,0.0,0.0
2051.0,451.0,646.0,5.0,118.0,314.0,591.0,187.0,36.0,271.0,49.0,148.0,9.0,1.0,117.0,1437.0,2147.0,18.0,19.0,2.0,40.0,2.0,654.0,746.0,189.0,75.0,0.0,0.0,0.0,0.0
2105.0,469.0,549.0,1.0,115.0,359.0,556.0,175.0,60.0,252.0,31.0,144.0,8.0,2.0,170.0,1435.0,2755.0,24.0,37.0,3.0,24.0,2.0,733.0,818.0,106.0,39.0,0.0,0.0,0.0,0.0
2829.0,594.0,732.0,2.0,137.0,491.0,990.0,214.0,48.0,333.0,29.0,195.0,1.0,4.0,201.0,1769.0,2500.0,14.0,29.0,5.0,47.0,2.0,864.0,977.0,157.0,66.0,0.0,0.0,0.0,0.0
2220.0,506.0,607.0,4.0,112.0,422.0,668.0,245.0,51.0,321.0,30.0,168.0,2.0,1.0,225.0,1775.0,2313.0,14.0,43.0,1.0,26.0,5.0,672.0,919.0,152.0,88.0,0.0,0.0,0.0,0.0
2456.0,486.0,607.0,0.0,143.0,444.0,772.0,216.0,28.0,338.0,19.0,182.0,5.0,6.0,175.0,1689.0,2167.0,28.0,46.0,1.0,49.0,2.0,626.0,747.0,113.0,102.0,0.0,0.0,0.0,0.0
2193.0,481.0,754.0,0.0,186.0,439.0,674.0,219.0,67.0,333.0,28.0,194.0,3.0,3.0,166.0,1723.0,2838.0,60.0,40.0,0.0,30.0,3.0,624.0,773.0,185.0,93.0,0.0,0.0,0.0,0.0
2552.0,548.0,640.0,3.0,138.0,417.0,702.0,176.0,48.0,360.0,18.0,175.0,5.0,3.0,155.0,1495.0,2729.0,18.0,22.0,2.0,35.0,2.0,607.0,673.0,146.0,76.0,0.0,0.0,0.0,0.0
2603.0,408.0,465.0,2.0,135.0,378.0,817.0,236.0,55.0,277.0,26.0,151.0,5.0,1.0,165.0,1473.0,2637.0,14.0,31.0,0.0,29.0,1.0,574.0,682.0,134.0,41.0,0.0,0.0,0.0,0.0
2215.0,447.0,526.0,0.0,128.0,327.0,582.0,212.0,41.0,267.0,27.0,159.0,8.0,5.0,112.0,1382.0,2254.0,27.0,33.0,3.0,29.0,3.0,543.0,588.0,110.0,55.0,0.0,0.0,0.0,0.0
2765.0,573.0,853.0,2.0,186.0,426.0,688.0,264.0,31.0,347.0,25.0,235.0,4.0,5.0,181.0,1838.0,2421.0,17.0,48.0,2.0,43.0,8.0,873.0,801.0,163.0,73.0,0.0,0.0,0.0,0.0
2167.0,430.0,533.0,0.0,115.0,334.0,715.0,191.0,53.0,365.0,28.0,186.0,2.0,2.0,157.0,1690.0,1817.0,20.0,35.0,2.0,43.0,0.0,688.0,769.0,159.0,68.0,0.0,0.0,0.0,0.0
2289.0,484.0,448.0,1.0,138.0,427.0,601.0,211.0,29.0,366.0,28.0,189.0,3.0,4.0,184.0,1567.0,1881.0,14.0,39.0,2.0,32.0,1.0,638.0,665.0,140.0,100.0,0.0,0.0,0.0,0.0
2317.0,426.0,523.0,2.0,140.0,388.0,573.0,223.0,64.0,370.0,22.0,174.0,4.0,1.0,147.0,1651.0,2437.0,23.0,19.0,1.0,31.0,3.0,639.0,688.0,154.0,77.0,0.0,0.0,0.0,0.0
3096.0,438.0,500.0,1.0,138.0,396.0,620.0,216.0,33.0,318.0,27.0,173.0,7.0,1.0,188.0,1560.0,2003.0,22.0,29.0,0.0,30.0,3.0,550.0,610.0,135.0,77.0,0.0,0.0,0.0,0.0
2130.0,386.0,449.0,3.0,109.0,295.0,534.0,201.0,54.0,255.0,19.0,136.0,7.0,1.0,124.0,1352.0,1862.0,19.0,39.0,0.0,28.0,0.0,482.0,556.0,116.0,49.0,0.0,0.0,0.0,0.0
1892.0,387.0,431.0,0.0,101.0,326.0,452.0,185.0,34.0,251.0,24.0,136.0,5.0,5.0,133.0,1766.0,1697.0,10.0,50.0,1.0,34.0,1.0,573.0,513.0,106.0,42.0,0.0,0.0,0.0,0.0
2835.0,524.0,1076.0,5.0,225.0,481.0,589.0,212.0,28.0,325.0,26.0,228.0,3.0,5.0,145.0,1861.0,1905.0,11.0,38.0,0.0,31.0,0.0,725.0,660.0,124.0,73.0,0.0,0.0,0.0,0.0
2462.0,453.0,639.0,1.0,207.0,548.0,592.0,210.0,24.0,321.0,26.0,361.0,6.0,4.0,228.0,1672.0,2108.0,12.0,31.0,2.0,41.0,3.0,532.0,603.0,132.0,76.0,0.0,0.0,0.0,0.0
2274.0,531.0,1816.0,1.0,182.0,449.0,613.0,219.0,36.0,396.0,30.0,345.0,3.0,1.0,156.0,1718.0,2039.0,14.0,34.0,2.0,52.0,1.0,667.0,704.0,171.0,95.0,0.0,0.0,0.0,0.0
2005.0,419.0,656.0,1.0,209.0,397.0,604.0,183.0,52.0,316.0,18.0,204.0,8.0,1.0,172.0,1637.0,1942.0,28.0,32.0,1.0,110.0,0.0,689.0,633.0,158.0,83.0,0.0,0.0,0.0,0.0
2244.0,416.0,783.0,4.0,125.0,386.0,513.0,176.0,38.0,355.0,23.0,179.0,4.0,4.0,174.0,1463.0,1665.0,21.0,22.0,2.0,56.0,5.0,568.0,722.0,144.0,68.0,0.0,0.0,0.0,0.0
1964.0,355.0,429.0,1.0,135.0,363.0,524.0,208.0,48.0,290.0,15.0,125.0,6.0,11.0,159.0,1699.0,1960.0,18.0,26.0,0.0,54.0,2.0,475.0,615.0,116.0,44.0,0.0,0.0,0.0,0.0
2364.0,370.0,459.0,5.0,128.0,385.0,483.0,188.0,35.0,259.0,21.0,148.0,3.0,1.0,159.0,1616.0,1461.0,25.0,33.0,3.0,1279.0,3.0,583.0,591.0,136.0,38.0,0.0,0.0,0.0,0.0
2745.0,424.0,470.0,4.0,121.0,412.0,568.0,215.0,32.0,279.0,17.0,165.0,6.0,1.0,168.0,1720.0,1669.0,23.0,36.0,0.0,77.0,3.0,654.0,672.0,162.0,83.0,0.0,0.0,0.0,0.0
6267.0,571.0,639.0,5.0,134.0,417.0,645.0,195.0,35.0,345.0,32.0,213.0,1.0,3.0,208.0,1768.0,1479.0,31.0,21.0,1.0,64.0,6.0,618.0,762.0,177.0,97.0,0.0,0.0,0.0,0.0
4361.0,479.0,601.0,4.0,130.0,493.0,611.0,196.0,20.0,343.0,34.0,156.0,2.0,2.0,205.0,1734.0,1535.0,19.0,35.0,2.0,50.0,0.0,730.0,712.0,144.0,74.0,0.0,0.0,0.0,0.0
2463.0,353.0,457.0,2.0,113.0,408.0,570.0,185.0,35.0,286.0,27.0,165.0,6.0,0.0,137.0,1604.0,1711.0,11.0,30.0,5.0,34.0,4.0,596.0,555.0,159.0,97.0,0.0,0.0,0.0,0.0
2035.0,375.0,366.0,4.0,109.0,341.0,558.0,174.0,35.0,283.0,22.0,113.0,5.0,1.0,125.0,1476.0,1732.0,19.0,35.0,3.0,26.0,2.0,716.0,571.0,161.0,63.0,0.0,0.0,0.0,0.0
1863.0,357.0,321.0,2.0,110.0,319.0,501.0,173.0,34.0,267.0,17.0,120.0,3.0,2.0,112.0,1321.0,1464.0,20.0,33.0,1.0,37.0,0.0,449.0,567.0,145.0,54.0,0.0,0.0,0.0,0.0
2111.0,307.0,399.0,0.0,101.0,313.0,564.0,245.0,28.0,250.0,24.0,129.0,7.0,3.0,109.0,1424.0,1428.0,16.0,34.0,1.0,26.0,2.0,459.0,564.0,86.0,38.0,0.0,0.0,0.0,0.0
2488.0,359.0,464.0,1.0,123.0,339.0,539.0,188.0,30.0,236.0,20.0,150.0,8.0,1.0,136.0,1502.0,1461.0,20.0,36.0,1.0,30.0,2.0,690.0,707.0,114.0,36.0,0.0,0.0,0.0,0.0
1926.0,327.0,379.0,1.0,96.0,273.0,447.0,167.0,31.0,260.0,19.0,126.0,6.0,4.0,173.0,1409.0,1293.0,12.0,40.0,2.0,36.0,1.0,594.0,690.0,146.0,62.0,0.0,0.0,0.0,0.0
1689.0,328.0,364.0,1.0,162.0,296.0,449.0,208.0,28.0,262.0,12.0,123.0,3.0,5.0,77.0,1357.0,1331.0,15.0,29.0,1.0,34.0,3.0,623.0,657.0,117.0,46.0,0.0,0.0,0.0,0.0
2395.0,814.0,531.0,1.0,135.0,633.0,528.0,197.0,37.0,301.0,28.0,251.0,5.0,6.0,151.0,2759.0,1289.0,15.0,33.0,1.0,49.0,4.0,627.0,578.0,115.0,42.0,0.0,0.0,0.0,0.0
3295.0,1009.0,708.0,0.0,146.0,639.0,571.0,197.0,45.0,329.0,20.0,303.0,4.0,4.0,184.0,1399.0,1274.0,10.0,36.0,4.0,55.0,1.0,585.0,502.0,99.0,39.0,0.0,0.0,0.0,0.0
6090.0,3046.0,1870.0,1.0,156.0,1294.0,949.0,232.0,48.0,363.0,55.0,525.0,2.0,3.0,432.0,1848.0,1381.0,11.0,38.0,1.0,53.0,0.0,945.0,655.0,158.0,51.0,0.0,0.0,0.0,0.0
4343.0,1351.0,1365.0,2.0,144.0,860.0,656.0,250.0,34.0,339.0,30.0,395.0,7.0,2.0,260.0,1518.0,1329.0,8.0,36.0,3.0,49.0,0.0,889.0,1062.0,145.0,50.0,0.0,0.0,0.0,0.0
4307.0,995.0,1176.0,1.0,154.0,763.0,812.0,316.0,53.0,324.0,29.0,337.0,5.0,3.0,254.0,1620.0,1382.0,21.0,37.0,7.0,71.0,2.0,1097.0,656.0,130.0,38.0,0.0,0.0,0.0,0.0
3337.0,778.0,1062.0,1.0,120.0,644.0,665.0,230.0,54.0,288.0,30.0,267.0,3.0,2.0,240.0,1656.0,1579.0,18.0,34.0,2.0,50.0,6.0,973.0,584.0,132.0,37.0,0.0,0.0,0.0,0.0
2642.0,594.0,689.0,2.0,138.0,460.0,653.0,206.0,32.0,316.0,22.0,221.0,5.0,1.0,185.0,1453.0,1547.0,24.0,34.0,3.0,42.0,1.0,656.0,522.0,135.0,43.0,0.0,0.0,0.0,0.0
